origin,dest,route,type,area,altitude,aircraft,direction,dep_artcc,arr_artcc,origin_tracon,dest_tracon
CEFOU,ENNSO,"CEFOU ENNSO",NAR,"N853A: DIRECT",,,EASTBOUND,,,,
CEFOU,HOIST,"CEFOU HOIST",NAR,"N833B: DIRECT",,,EASTBOUND,,,,
CEFOU,IBERG,"CEFOU IBERG",NAR,"N407B: DIRECT",,,EASTBOUND,,,,
CEFOU,IRLOK,"CEFOU IRLOK",NAR,"N813A: DIRECT",,,EASTBOUND,,,,
CEFOU,JANJO,"CEFOU JANJO",NAR,"N791A: DIRECT",,,EASTBOUND,,,,
CEFOU,JOOPY,"CEFOU JOOPY",NAR,"N373B: DIRECT",,,EASTBOUND,,,,
CEFOU,KODIK,"CEFOU KODIK",NAR,"N769B: DIRECT",,,EASTBOUND,,,,
CEFOU,LOMSI,"CEFOU LOMSI",NAR,"N745B: DIRECT",,,EASTBOUND,,,,
CEFOU,MELDI,"CEFOU MELDI",NAR,"N721A: DIRECT",,,EASTBOUND,,,,
CEFOU,MUSAK,"CEFOU MUSAK",NAR,"N329C: DIRECT",,,EASTBOUND,,,,
CEFOU,NEEKO,"CEFOU NEEKO",NAR,"N697A: DIRECT",,,EASTBOUND,,,,
CEFOU,NICSO,"CEFOU NICSO",NAR,"N287B: DIRECT",,,EASTBOUND,,,,
CEFOU,OMSAT,"CEFOU OMSAT",NAR,"N241B: DIRECT",,,EASTBOUND,,,,
CEFOU,PELTU,"CEFOU PELTU",NAR,"N671A: DIRECT",,,EASTBOUND,,,,
CEFOU,RIKAL,"CEFOU RIKAL",NAR,"N645B: DIRECT",,,EASTBOUND,,,,
CEFOU,SAXAN,"CEFOU SAXAN",NAR,"N617B: DIRECT",,,EASTBOUND,,,,
CEFOU,TUDEP,"CEFOU TUDEP",NAR,"N579A: DIRECT",,,EASTBOUND,,,,
CEFOU,UMESI,"CEFOU UMESI",NAR,"N549A: DIRECT",,,EASTBOUND,,,,
CEFOU,URTAK,"CEFOU YDP URTAK",NAR,N935A,,,EASTBOUND,,,,
CEFOU,VESMI,"CEFOU VESMI",NAR,"N921B: DIRECT",,,EASTBOUND,,,,
CHESZ,KLAS,"CHESZ GGAPP CHOWW4",SHD,,,TURBOJETS,"SW BND",,ZLA,,L30
CLAVY,MUSVA,"CLAVY MUSVA",NAR,"N994A: DIRECT",,,WESTBOUND,,,,
CLAVY,TEFFO,"CLAVY KAGLY TEFFO",NAR,N992A,,,WESTBOUND,,,,
COLZI,CHOPZ,"COLZI Q52 CHOPZ",HSD,,,,"SW BND",,,,
COPLY,BROSK,"COPLY Q75 BROSK",HSD,,,,"SW BND",,,,
CRPLR,LPERD,"CRPLR Q85 LPERD",HSD,,,,"S BND",,,,
CUDDY,ANATI,"CUDDY ANATI",NAR,"N810C: DIRECT",,,WESTBOUND,,,,
CUDDY,KJOHN,"CUDDY ANATI OMALI TOXAL KJOHN",NAR,N812B,,,WESTBOUND,,,,
CUDDY,MIILS,"CUDDY MIILS",NAR,"N798B: DIRECT",,,WESTBOUND,,,,
CUDDY,MT,"CUDDY MT",NAR,"N658A: DIRECT",,,WESTBOUND,,,,
CUDDY,MT,"CUDDY MT",NAR,N804C,,,WESTBOUND,,,,
CUDDY,QUBIS,"CUDDY QUBIS",NAR,"N802C: DIRECT",,,WESTBOUND,,,,
CUDDY,SSM,"CUDDY NOWAA SSM",NAR,N806C,,,WESTBOUND,,,,
CUDDY,TAFFY,"CUDDY TAFFY",NAR,"N800C: DIRECT",,,WESTBOUND,,,,
CUDDY,YBC,"CUDDY YBC",NAR,"N808C: DIRECT",,,WESTBOUND,,,,
CYUL,KBWI,"FAWNS BUGSY PONCT BIZEX Q75 MXE V378 NUGGY TRISH4",H,,,,,ZUL,ZDC,,PCT
CYUL,KCLT,"FAWNS BUGSY PONCT BIZEX Q75 GVE AIROW CHSLY6",H,,,,,ZUL,ZTL,,CLT
CYUL,KDCA,"FAWNS BUGSY PONCT BIZEX Q75 MXE CLIPR3",H,,,,,ZUL,ZDC,,PCT
CYUL,KEWR,"FAWNS BUGSY HANAA FLOSI4",H,,,"250 KTS OR GREATER",,ZUL,ZNY,,PHL
CYUL,KEWR,"FAWNS BUGSY HANAA ALB V489 COATE",H,,,"PROPS. TURBOPROPS LESS THAN 250 KTS",,ZUL,ZNY,,PHL
CYUL,KEWR,"FAWNS BUGSY HANAA ALB V489 COATE",L,,"80-170 INCL. 250 KTS OR LESS","PROPS. TURBOPROPS LESS THAN 250 KTS",,ZUL,ZNY,,PHL
CYUL,KEWR,"FAWNS BUGSY HANAA FLOSI4",L,,"110-170 INCL. MORE THAN 250 KTS","250 KTS OR GREATER",,ZUL,ZNY,,PHL
CYUL,KFLL,"FAWNS BUGSY PONCT BIZEX Q75 GSO Q83 JEVED Q97 PRMUS CUUDA3",H,"TO FLL. OPF",,"JETS ONLY. EXCLUDES EA50. E50P. SF50. C510. C525",,ZUL,ZMA,,MIA
CYUL,KFLL,"FAWNS BUGSY PONCT Q437 CRPLR KOOKI Q161 CHIEZ Y291 MAJIK CUUDA3",H,"TO FLL. OPF",,"JETS ONLY. EXCLUDES EA50. E50P. SF50. C510. C525",WATER,ZUL,ZMA,,MIA
CYUL,KFLL,"FAWNS BUGSY PONCT BIZEX Q75 GSO Q83 JEVED Q97 KENLL TARPN3",H,"TO 07FA.FLL.HST.HWO.MIA.OPF.TMB.X51",,"VLJ/TURBPROP ONLY: INCL EA50.E50P.SF50.C510.C525",,ZUL,ZMA,,MIA
CYUL,KHPN,"FAWNS BUGSY RIVVR VALRE1",H,"TO HPN. DXR",,"RNAV 1 - DME/DME/IRU OR GPS. 250 KTS OR GREATER",,ZUL,ZNY,,N90
CYUL,KHPN,"FAWNS BUGSY ALB NOBBI1",H,"TO HPN. DXR. LGA",,"RNAV 1-DME/DME/IRU.PROPS/TURBOPROP.250 KTS OR LESS",,ZUL,ZNY,,N90
CYUL,KHPN,"FAWNS BUGSY RIVVR VALRE1",L,"TO HPN. DXR",,"RNAV 1 - DME/DME/IRU OR GPS. 250 KTS OR GREATER",,ZUL,ZNY,,N90
CYUL,KHPN,"FAWNS BUGSY ALB NOBBI1",L,"TO HPN. DXR. LGA",,"RNAV1-DME/DME/IRU.PROPS/TURBOPROPS.250 KTS OR LESS",,ZUL,ZNY,,N90
CYUL,KJFK,"FAWNS BUGSY NIPPY PONCT PUCKY1",H,"TO FRG. JFK",,"RNAV1-DME/DME/IRU OR GPS. 250 KTS OR GREATER",,ZUL,ZNY,,N90
CYUL,KLGA,"FAWNS BUGSY ALB VADDR1",H,,,"RNAV1-DME/DME/IRU OR GPS. 250 KTS OR GREATER",,ZUL,ZNY,,N90
CYUL,KLGA,"FAWNS BUGSY ALB NOBBI1",H,"TO LGA. DXR. HPN",,"RNAV1-DME/DME/IRU. PROP/TURBOPROP.250 KTS OR LESS",,ZUL,ZNY,,N90
CYUL,KLGA,"FAWNS BUGSY ALB VADDR1",L,,,"RNAV1-DME/DME/IRU OR GPS. 250 KTS OR GREATER",,ZUL,ZNY,,N90
CYUL,KLGA,"FAWNS BUGSY ALB NOBBI1",L,"TO LGA. DXR. HPN",,"RNAV1-DME/DME/IRU.PROP/TURBOPROP.250 KTS OR LESS",,ZUL,ZNY,,N90
CYUL,KMCO,"FAWNS BUGSY PONCT BIZEX Q75 GSO Q83 ROYCO Q85 LPERD SNFLD3",H,"TO ISM.MCO",,"JETS: RNAV 1  - DME/DME/IRU OR GPS REQUIRED","MCO LANDING NORTH",ZUL,ZJX,,F11
CYUL,KMCO,"FAWNS BUGSY PONCT BIZEX Q75 GSO Q83 ROYCO Q85 LPERD GTOUT1",H,,,"JETS: RNAV 1  - DME/DME/IRU OR GPS REQUIRED","MCO LANDING SOUTH",ZUL,ZJX,,F11
CYUL,KMIA,"FAWNS BUGSY PONCT BIZEX Q75 GSO Q83 JEVED Q97 DEBRL CSTAL3",H,"TO 07FA. HST. MIA. TMB. X51",,,,ZUL,ZMA,,MIA
CYUL,KMIA,"FAWNS BUGSY PONCT Q437 CRPLR BGBRD Q101 SKARP Y313 HOAGG BNFSH3",H,"TO 07FA. HST. MIA. TMB. X51",,"JETS ONLY. EXCLUDES EA50. E50P. SF50. C510. C525",WATER,ZUL,ZMA,,MIA
CYUL,KPBI,"FAWNS BUGSY PONCT BIZEX Q75 GSO Q83 JEVED Q97 KENLL CPTAN3",H,"TO 06FA.BCT.FXE.PBI.PMP",,,,ZUL,ZMA,,PBI
CYUL,KPBI,"FAWNS BUGSY PONCT Q437 CRPLR EARZZ Q131 WAALT Y289 DULEE CLMNT2",H,"TO 06FA. BCT. F45. PBI",,"JETS ONLY",WATER,ZUL,ZMA,,PBI
CYUL,KRSW,"FAWNS BUGSY PONCT BIZEX Q75 SLOJO Q103 CYNTA SHFTY6",H,,,,,ZUL,ZMA,,RSW
CYUL,KTEB,"FAWNS BUGSY HANAA ALB V489 COATE",H,,,,,ZUL,ZNY,,PHL
CYUL,KTEB,"FAWNS BUGSY HANAA ALB V489 COATE",L,,,,,ZUL,ZNY,,PHL
CYUL,KTPA,"FAWNS BUGSY PONCT BIZEX Q75 TEUFL BAAMF DADES2",H,,,,,ZUL,ZMA,,TPA
CYYZ,KATL,"BETES3 FOXEE Q145 HVQ HLRRY ONDRE1",H,,,"JET ACFT ONLY",,ZYZ,ZTL,,A80
CYYZ,KBOS,"KEPTA3 BMPAH AEVON HANKK PONCT JFUND2",H,,,"JET ACFT ONLY",,ZYZ,ZBW,,A90
CYYZ,KCVG,"MIXUT7 GNTRY UKATS TIGRR4",H,,,"DME/DME/IRU OR GPS REQUIRED",,ZYZ,ZID,,CVG
CYYZ,KFLL,"BETES3 AIRRA Q103 SLOJO EFFAY Q83 JEVED Q97 PRMUS CUUDA3",H,,,,,ZYZ,ZMA,,MIA
CYYZ,KJAX,"BETES3 AIRRA Q103 SLOJO EFFAY Q83 WURFL ESENT LUNNI2",H,,,,,ZYZ,ZJX,,JAX
CYYZ,KLGA,"KEPTA3 BMPAH AEVON AUDIL RAHKS VADDR1",H,,,"RNAV1-DME/DME/IRU OR GPS. 250 KTS OR GREATER",,ZYZ,ZNY,,N90
CYYZ,KMCO,"BETES3 AIRRA Q103 SLOJO EFFAY Q83 ROYCO Q85 LPERD SNFLD3",H,"TO ISM.MCO",,"JETS: RNAV 1  - DME/DME/IRU OR GPS REQUIRED","MCO LANDING NORTH",ZYZ,ZJX,,F11
CYYZ,KMCO,"BETES3 AIRRA Q103 SLOJO EFFAY Q83 ROYCO Q85 LPERD GTOUT1",H,,,"JETS: RNAV 1  - DME/DME/IRU OR GPS REQUIRED","MCO LANDING SOUTH",ZYZ,ZJX,,F11
CYYZ,KMIA,"BETES3 AIRRA Q103 SLOJO EFFAY Q83 JEVED Q97 DEBRL CSTAL3",H,,,"JETS ONLY. EXCLUDES EA50. E50P. SF50. C510. C525",,ZYZ,ZMA,,MIA
CYYZ,KPBI,"BETES3 AIRRA Q103 SLOJO EFFAY Q83 JEVED Q97 KENLL CPTAN3",H,,,"TURBOJETS ONLY",,ZYZ,ZMA,,PBI
CYYZ,KRSW,"BETES3 AIRRA Q103 CYNTA SHFTY6",H,,,"JETS/TURBOPROPS ONLY",,ZYZ,ZMA,,RSW
CYYZ,KSAV,"BETES3 AIRRA Q103 SLOJO CANTR PLZZZ",H,,,,,ZYZ,ZJX,,SAV
CYYZ,KSFO,"GOPUP4 HOCKE BAE J16 MCW J148 OAL INYOE DYAMD5",H,,,"JET ACFT ONLY",,ZYZ,ZOA,,NCT
CYYZ,KSRQ,"BETES3 AIRRA Q103 PUPYY KYYUU LUBBR4",H,"TO FA54.LAL.PGD.SRQ.VNC",,"JET & TURBOPROP ONLY.  RNAV 1 - DME/DME/IRU OR GPS",,ZYZ,ZMA,,TPA
CYYZ,KTPA,"BETES3 AIRRA Q103 SLOJO Q75 TEUFL BAAMF DADES2",H,,,"JETS/TURBOPROPS ONLY",,ZYZ,ZMA,,TPA
DANOL,ALLRY,"DANOL ALLRY",NAR,"N509B: DIRECT",,,EASTBOUND,,,,
DANOL,BUDAR,"DANOL BUDAR",NAR,"N475B: DIRECT",,,EASTBOUND,,,,
DANOL,ELSIR,"DANOL ELSIR",NAR,"N437B: DIRECT",,,EASTBOUND,,,,
DANOL,IBERG,"DANOL IBERG",NAR,"N399A: DIRECT",,,EASTBOUND,,,,
DANOL,JOOPY,"DANOL JOOPY",NAR,"N363B: DIRECT",,,EASTBOUND,,,,
DANOL,KODIK,"DANOL KODIK",NAR,"N761A: DIRECT",,,EASTBOUND,,,,
DANOL,LOMSI,"DANOL LOMSI",NAR,"N737B: DIRECT",,,EASTBOUND,,,,
DANOL,MELDI,"DANOL MELDI",NAR,"N713B: DIRECT",,,EASTBOUND,,,,
DANOL,MUSAK,"DANOL MUSAK",NAR,"N321B: DIRECT",,,EASTBOUND,,,,
DANOL,NEEKO,"DANOL NEEKO",NAR,"N689B: DIRECT",,,EASTBOUND,,,,
DANOL,NICSO,"DANOL NICSO",NAR,"N277B: DIRECT",,,EASTBOUND,,,,
DANOL,OMSAT,"DANOL OMSAT",NAR,"N233B: DIRECT",,,EASTBOUND,,,,
DANOL,PELTU,"DANOL PELTU",NAR,"N665A: DIRECT",,,EASTBOUND,,,,
DANOL,PORTI,"DANOL PORTI",NAR,"N191B: DIRECT",,,EASTBOUND,,,,
DANOL,RELIC,"DANOL RELIC",NAR,"N153G: DIRECT",,,EASTBOUND,,,,
DANOL,RIKAL,"DANOL RIKAL",NAR,"N637A: DIRECT",,,EASTBOUND,,,,
DANOL,SAXAN,"DANOL SAXAN",NAR,"N609A: DIRECT",,,EASTBOUND,,,,
DANOL,TUDEP,"DANOL TUDEP",NAR,"N571B: DIRECT",,,EASTBOUND,,,,
DANOL,UMESI,"DANOL UMESI",NAR,"N541B: DIRECT",,,EASTBOUND,,,,
DBS,KSLC,"DBS DBS LHO5",SHD,"TRAFFIC ARRIVING SALT LAKE CITY TERMINAL AREA",,,"NORTH OVER DBS",,ZLC,,S56
DNW,KLAS,"DNW MLF STEWW CHOWW4",SHD,,,TURBOJETS,"SW BND",,ZLA,,L30
DORYY,KJOHN,"DORYY ANATI OMALI TOXAL KJOHN",NAR,N792A,,,WESTBOUND,,,,
DORYY,QUBIS,"DORYY QUBIS",NAR,"N788A: DIRECT",,,WESTBOUND,,,,
DORYY,TABRU,"DORYY BORUB TABRU",NAR,N784B,,,WESTBOUND,,,,
DORYY,TAFFY,"DORYY TAFFY",NAR,"N786A: DIRECT",,,WESTBOUND,,,,
DORYY,YBC,"DORYY YBC",NAR,"N790A: DIRECT",,,WESTBOUND,,,,
DOVEY,KADW,"DOVEY JAWZZ Q220 RIFLE Q167 ZIZZI KNUKK ATR LAFLN SPISY2",NAR,,,,WESTBOUND,,ZDC,,PCT
DOVEY,KATL,"DOVEY ACK Q430 BYRDD J48 MOL FLASK OZZZI2",NAR,,,,WESTBOUND,,ZTL,,A80
DOVEY,KAUS,"DOVEY ACK Q430 SAAME J6 HVQ Q68 LITTR TXK BROBB WINDU SEWZY6",NAR,,,,WESTBOUND,,ZHU,,AUS
DOVEY,KBDL,"DOVEY BOS T303 GRAYM WITNY",NAR,,,,WESTBOUND,,ZBW,,Y90
DOVEY,KBED,"DOVEY SCUPP",NAR,,,,WESTBOUND,,ZBW,,A90
DOVEY,KBNA,"DOVEY ACK Q430 SAAME J6 HVQ Q68 YOCKY CUTRR PASLY5",NAR,,,,WESTBOUND,,ZME,,BNA
DOVEY,KBOS,"DOVEY FERNZ OOSHN5",NAR,,,,WESTBOUND,,ZBW,,A90
DOVEY,KCHS,"DOVEY ACK Q430 RIFLE HEADI Q97 SAWED DFENC Q109 JOHAR AMYLU AMYLU3",NAR,,,,WESTBOUND,,ZJX,,CHS
DOVEY,KCLT,"DOVEY ACK Q430 COPES Q75 GVE AIROW CHSLY6",NAR,,,,WESTBOUND,,ZTL,,CLT
DOVEY,KCVG,"DOVEY BOS CTR HNK J49 PSB MAULL KODIE SAVVI TIGRR4",NAR,,,,WESTBOUND,,ZID,,CVG
DOVEY,KDFW,"DOVEY ACK Q430 SAAME J6 HVQ Q68 LITTR FEWWW SEEVR4",NAR,,,,WESTBOUND,,ZFW,,D10
DOVEY,KDOV,"DOVEY JAWZZ Q220 RIFLE Q439 BRIGS SIE",NAR,,,,WESTBOUND,,ZDC,,DOV
DOVEY,KDTW,"DOVEY ACK Q430 SAAME BRNAN Q42 PSYKO KOZAR BONZZ2",NAR,,,,WESTBOUND,,ZOB,,D21
DOVEY,KEWR,"DOVEY COPLY BOS NELIE FLOSI4",NAR,,,,WESTBOUND,,ZNY,,PHL
DOVEY,KFAY,"DOVEY ACK Q430 RIFLE Q167 KALDA COUPN RDU",NAR,,,,WESTBOUND,,ZDC,,FAY
DOVEY,KFLL,"DOVEY ACK Q430 RIFLE HEADI Q97 KALDA Q161 CHIEZ Y291 MAJIK CUUDA3",NAR,,,,WESTBOUND,,ZMA,,MIA
DOVEY,KFOK,"DOVEY SEY ARCAV ORCHA",NAR,,,,WESTBOUND,,ZNY,,N90
DOVEY,KGSP,"DOVEY ACK Q430 COPES Q75 GVE FUBLL JUNNR4",NAR,,,,WESTBOUND,,ZTL,,GSP
DOVEY,KHPN,"DOVEY COPLY BOS NELIE VALRE1",NAR,,,,WESTBOUND,,ZNY,,N90
DOVEY,KIAD,"DOVEY ACK Q430 RBV HYPER9",NAR,,,,WESTBOUND,,ZDC,,PCT
DOVEY,KIAH,"DOVEY ACK Q430 BYRDD J48 CSN FANPO Q40 AEX DOOBI3",NAR,,,,WESTBOUND,,ZHU,,I90
DOVEY,KJFK,"DOVEY PLYMM PARCH4",NAR,,,,WESTBOUND,,ZNY,,N90
DOVEY,KMCO,"DOVEY ACK Q430 RIFLE HEADI Q97 KALDA Q131 WAALT Y289 BAHAA HIBAC ALYNA4",NAR,,,,WESTBOUND,,ZJX,,F11
DOVEY,KMEM,"DOVEY ACK Q430 SAAME J6 HVQ Q68 RAMRD BLUZZ5",NAR,,,,WESTBOUND,,ZME,,M03
DOVEY,KMIA,"DOVEY ACK Q430 RIFLE HEADI Q97 KALDA Q101 SKARP Y313 HOAGG BNFSH3",NAR,,,,WESTBOUND,,ZMA,,MIA
DOVEY,KMLB,"DOVEY ACK Q430 RIFLE HEADI Q97 SAWED MOXXY Q85 LPERD OMN BITHO7",NAR,,,,WESTBOUND,,ZJX,,F11
DOVEY,KMSY,"DOVEY ACK Q430 BYRDD J48 CSN FANPO Q40 NIOLA MERDN TRSSH1",NAR,,,,WESTBOUND,,ZHU,,MSY
DOVEY,KPHL,"DOVEY JAWZZ Q220 RIFLE Q439 BRIGS JIIMS4",NAR,,,,WESTBOUND,,ZNY,,PHL
DOVEY,KPOB,"DOVEY ACK Q430 RIFLE Q167 KALDA COUPN RDU",NAR,,,,WESTBOUND,,ZDC,,FAY
DOVEY,KRDU,"DOVEY ACK Q430 RIFLE Q167 ZJAAY TAQLE3",NAR,,,,WESTBOUND,,ZDC,,RDU
DOVEY,KSDF,"DOVEY ACK Q430 SAAME J6 HVQ Q68 YOCKY LEDDL1",NAR,,,,WESTBOUND,,ZID,,SDF
DOVEY,KSWF,"DOVEY COPLY BOS NELIE T212 TRESA TRESA1",NAR,,,,WESTBOUND,,ZNY,,N90
DOVEY,KTEB,"DOVEY COPLY BOS BAF MOBBS SAGES V489 COATE",NAR,,,,WESTBOUND,,ZNY,,PHL
DOVEY,KTPA,"DOVEY ACK Q430 COPES Q75 TEUFL BAAMF DADES2",NAR,,,,WESTBOUND,,ZMA,,TPA
DOVEY,KWRI,"DOVEY JAWZZ Q220 RIFLE Q439 DRIFT T416 CYN",NAR,,,,WESTBOUND,,ZNY,,WRI
DOVEY,SAILE,"DOVEY SAILE",NAR,"N20B: DIRECT",,,WESTBOUND,,,,
EBONY,ALLRY,"EBONY ALLRY",NAR,"N505B: DIRECT",,,EASTBOUND,,,,
EBONY,BUDAR,"EBONY BUDAR",NAR,"N471B: DIRECT",,,EASTBOUND,,,,
EBONY,ELSIR,"EBONY ELSIR",NAR,"N433B: DIRECT",,,EASTBOUND,,,,
EBONY,ENNSO,"EBONY ENNSO",NAR,"N843B: DIRECT",,,EASTBOUND,,,,
EBONY,HOIST,"EBONY HOIST",NAR,"N823B: DIRECT",,,EASTBOUND,,,,
EBONY,IBERG,"EBONY IBERG",NAR,"N395B: DIRECT",,,EASTBOUND,,,,
EBONY,IRLOK,"EBONY SERBO IRLOK",NAR,N803B,,,EASTBOUND,,,,
EBONY,JANJO,"EBONY JANJO",NAR,"N781A: DIRECT",,,EASTBOUND,,,,
EBONY,JAROM,"EBONY LOMPI JAROM",NAR,N47E,,,EASTBOUND,,,,
EBONY,JOOPY,"EBONY JOOPY",NAR,"N359C: DIRECT",,,EASTBOUND,,,,
EBONY,KADW,"EBONY LARIE Q220 RIFLE Q167 ZIZZI KNUKK ATR LAFLN SPISY2",NAR,,,,WESTBOUND,,ZDC,,PCT
EBONY,KATL,"EBONY KAYCC KYLOH BAF Q448 PTW J48 MOL FLASK OZZZI2",NAR,,,,WESTBOUND,,ZTL,,A80
EBONY,KAUS,"EBONY KAYCC KYLOH BAF Q406 BWZ J6 HVQ Q68 LITTR TXK BROBB WINDU SEWZY6",NAR,,,,WESTBOUND,,ZHU,,AUS
EBONY,KBDL,"EBONY ENE KEYNN",NAR,,,,WESTBOUND,,ZBW,,Y90
EBONY,KBED,"EBONY ENE LWRNC",NAR,,,,WESTBOUND,,ZBW,,A90
EBONY,KBNA,"EBONY KAYCC KYLOH BAF Q406 BWZ J6 HVQ Q68 YOCKY CUTRR PASLY5",NAR,,,,WESTBOUND,,ZME,,BNA
EBONY,KBOS,"EBONY AJJAY OOSHN5",NAR,,,,WESTBOUND,,ZBW,,A90
EBONY,KBWI,"EBONY KAYCC KYLOH NELIE Q75 MXE NUGGY TRISH4",NAR,,,,WESTBOUND,,ZDC,,PCT
EBONY,KCHS,"EBONY FOXBO RIFLE HEADI Q97 SAWED DFENC Q109 JOHAR AMYLU AMYLU3",NAR,,,,WESTBOUND,,ZJX,,CHS
EBONY,KCLT,"EBONY KAYCC KYLOH NELIE Q75 GVE AIROW CHSLY6",NAR,,,,WESTBOUND,,ZTL,,CLT
EBONY,KCVG,"EBONY ALB J49 PSB MAULL KODIE SAVVI TIGRR4",NAR,,,,WESTBOUND,,ZID,,CVG
EBONY,KDFW,"EBONY KAYCC KYLOH BAF Q406 BWZ J6 HVQ Q68 LITTR FEWWW SEEVR4",NAR,,,,WESTBOUND,,ZFW,,D10
EBONY,KDOV,"EBONY LARIE Q220 RIFLE Q439 BRIGS SIE",NAR,,,,WESTBOUND,,ZDC,,DOV
EBONY,KDTW,"EBONY GONZZ DONEO TPGUN2",NAR,,,,WESTBOUND,,ZOB,,D21
EBONY,KEWR,"EBONY HANAA FLOSI4",NAR,,,,WESTBOUND,,ZNY,,PHL
EBONY,KFAY,"EBONY FOXBO RIFLE Q167 KALDA COUPN RDU",NAR,,,,WESTBOUND,,ZDC,,FAY
EBONY,KFLL,"EBONY FOXBO RIFLE HEADI Q97 KALDA Q161 CHIEZ Y291 MAJIK CUUDA3",NAR,,,,WESTBOUND,,ZMA,,MIA
EBONY,KFOK,"EBONY LFV SEY ARCAV ORCHA",NAR,,,,WESTBOUND,,ZNY,,N90
EBONY,KGSP,"EBONY KAYCC KYLOH NELIE Q75 GVE FUBLL JUNNR4",NAR,,,,WESTBOUND,,ZTL,,GSP
EBONY,KHPN,"EBONY RIVVR VALRE1",NAR,,,,WESTBOUND,,ZNY,,N90
EBONY,KIAD,"EBONY KAYCC KYLOH BAF HYPER9",NAR,,,,WESTBOUND,,ZDC,,PCT
EBONY,KIAH,"EBONY KAYCC KYLOH BAF Q448 PTW J48 CSN FANPO Q40 AEX DOOBI3",NAR,,,,WESTBOUND,,ZHU,,I90
EBONY,KJFK,"EBONY ENE PARCH4",NAR,,,,WESTBOUND,,ZNY,,N90
EBONY,KMCO,"EBONY FOXBO RIFLE HEADI Q97 KALDA Q131 WAALT Y289 BAHAA HIBAC ALYNA4",NAR,,,,WESTBOUND,,ZJX,,F11
EBONY,KMEM,"EBONY KAYCC KYLOH BAF Q406 BWZ J6 HVQ Q68 RAMRD BLUZZ5",NAR,,,,WESTBOUND,,ZME,,M03
EBONY,KMIA,"EBONY FOXBO RIFLE HEADI Q97 KALDA Q101 SKARP Y313 HOAGG BNFSH3",NAR,,,,WESTBOUND,,ZMA,,MIA
EBONY,KMLB,"EBONY FOXBO RIFLE HEADI Q97 SAWED MOXXY Q85 LPERD OMN BITHO7",NAR,,,,WESTBOUND,,ZJX,,F11
EBONY,KMSY,"EBONY KAYCC KYLOH BAF Q448 PTW J48 CSN FANPO Q40 NIOLA MERDN TRSSH1",NAR,,,,WESTBOUND,,ZHU,,MSY
EBONY,KODIK,"EBONY KODIK",NAR,"N757A: DIRECT",,,EASTBOUND,,,,
EBONY,KPHL,"EBONY LARIE Q220 RIFLE Q439 BRIGS JIIMS4",NAR,,,,WESTBOUND,,ZNY,,PHL
EBONY,KPIT,"EBONY ENE CTR HNK KONJE SLT HAYNZ7",NAR,,,,WESTBOUND,,ZOB,,PIT
EBONY,KPOB,"EBONY FOXBO RIFLE Q167 KALDA COUPN RDU",NAR,,,,WESTBOUND,,ZDC,,FAY
EBONY,KRDU,"EBONY BEEKN Q439 RIFLE Q167 ZJAAY TAQLE3",NAR,,,,WESTBOUND,,ZDC,,RDU
EBONY,KSDF,"EBONY KAYCC KYLOH BAF Q406 BWZ J6 HVQ Q68 YOCKY LEDDL1",NAR,,,,WESTBOUND,,ZID,,SDF
EBONY,KSWF,"EBONY ALB TRESA1",NAR,,,,WESTBOUND,,ZNY,,N90
EBONY,KTEB,"EBONY ALB V489 COATE",NAR,,,,WESTBOUND,,ZNY,,PHL
EBONY,KTPA,"EBONY KAYCC KYLOH NELIE Q75 TEUFL BAAMF DADES2",NAR,,,,WESTBOUND,,ZMA,,TPA
EBONY,KWRI,"EBONY LARIE Q220 RIFLE Q439 DRIFT T416 CYN",NAR,,,,WESTBOUND,,ZNY,,WRI
EBONY,LOMSI,"EBONY LOMSI",NAR,"N733B: DIRECT",,,EASTBOUND,,,,
EBONY,MELDI,"EBONY MELDI",NAR,"N709B: DIRECT",,,EASTBOUND,,,,
EBONY,MUSAK,"EBONY MUSAK",NAR,"N317B: DIRECT",,,EASTBOUND,,,,
EBONY,NEEKO,"EBONY NEEKO",NAR,"N687B: DIRECT",,,EASTBOUND,,,,
EBONY,NICSO,"EBONY NICSO",NAR,"N273B: DIRECT",,,EASTBOUND,,,,
EBONY,OMSAT,"EBONY OMSAT",NAR,"N229B: DIRECT",,,EASTBOUND,,,,
EBONY,PELTU,"EBONY PELTU",NAR,"N661B: DIRECT",,,EASTBOUND,,,,
EBONY,PORTI,"EBONY PORTI",NAR,"N187B: DIRECT",,,EASTBOUND,,,,
EBONY,RAFIN,"EBONY RAFIN",NAR,"N77B: DIRECT",,,EASTBOUND,,,,
EBONY,RELIC,"EBONY RELIC",NAR,"N149E: DIRECT",,,EASTBOUND,,,,
EBONY,RIKAL,"EBONY RIKAL",NAR,"N633A: DIRECT",,,EASTBOUND,,,,
EBONY,SAXAN,"EBONY SAXAN",NAR,"N605A: DIRECT",,,EASTBOUND,,,,
EBONY,SUPRY,"EBONY SUPRY",NAR,"N109E: DIRECT",,,EASTBOUND,,,,
EBONY,TUDEP,"EBONY TUDEP",NAR,"N567B: DIRECT",,,EASTBOUND,,,,
EBONY,UMESI,"EBONY UMESI",NAR,"N537B: DIRECT",,,EASTBOUND,,,,
