origin,dest,route,type,area,altitude,aircraft,direction,dep_artcc,arr_artcc,origin_tracon,dest_tracon
KNFG,L65,"V186 TANNR HDF L65",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO L65 REI RIV",JM100,,SANP22,ZLA,ZLA,SCT,
KNHK,KACY,"ZJAAY T307 WNSTN T320 AVALO",TEC,,5000,,,ZDC,ZDC,NHK,ACY
KNHK,KACY,"TRPOD T303 PEAPS",TEC,,5000,,,ZDC,ZDC,NHK,ACY
KNHK,KACY,"SHLBK T224 CHOPS T315 LEEAH",TEC,,5000,,,ZDC,ZDC,NHK,ACY
KNHK,KBWI,"TRPOD CHOPS GRACO",TEC,,6000,,,ZDC,ZDC,NHK,PCT
KNHK,KBWI,"SHLBK T295 GRACO",TEC,,5000,,,ZDC,ZDC,NHK,PCT
KNHK,KDCA,"SHLBK ARUYE CAPKO",TEC,,4000,,,ZDC,ZDC,NHK,PCT
KNHK,KDCA,"TRPOD CHURK CAPKO",TEC,,4000,,,ZDC,ZDC,NHK,PCT
KNHK,KDOV,"TRPOD T335 ENO",TEC,,5000,,,ZDC,ZDC,NHK,DOV
KNHK,KDOV,"SHLBK T224 ENO",TEC,,5000,,,ZDC,ZDC,NHK,DOV
KNHK,KDOV,"SHLBK T224 ENO",TEC,,5000,,,ZDC,ZDC,NHK,DOV
KNHK,KDOV,"TRPOD T303 ATR",TEC,,5000,,,ZDC,ZDC,NHK,DOV
KNHK,KORF,"TRPOD T303 OUTLA",TEC,,6000,,,ZDC,ZDC,NHK,ORF
KNHK,KORF,"ZJAAY T307 OUTLA",TEC,,6000,,,ZDC,ZDC,NHK,ORF
KNHK,KORF,"WHINO COLIN T291 FAGED STEIN",TEC,,5000,,,ZDC,ZDC,NHK,ORF
KNHK,KPHL,"SHLBK T224 ENO DQO",TEC,,5000,,,ZDC,ZNY,NHK,PHL
KNHK,KPHL,"TRPOD T335 DQO",TEC,,5000,,,ZDC,ZNY,NHK,PHL
KNHK,KRIC,"SHLBK T224 COLIN",TEC,,6000,,,ZDC,ZDC,NHK,PCT
KNKX,F70,"OCN V23 DANAH V363 POXKU V8 PDZ PDZ092/015 JESEX TIQMU F70",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO F70",PQ60,,SANP29,ZLA,ZLA,SCT,
KNKX,F70,"ROBNN V186 NIKKL JESEX TIQMU F70",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO F70",JM100,,SANP30,ZLA,ZLA,SCT,
KNKX,KAJO,"OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AJO CNO L65 ONT RAL",PQ60,,SANP19,ZLA,ZLA,SCT,SCT
KNKX,KAJO,"V186 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CNO AJO RAL RIR",JM100,,SANP21,ZLA,ZLA,SCT,SCT
KNKX,KAVX,"MZB V23 OCN V208 SXC",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AVX",PQ60,,SANP1,ZLA,ZLA,SCT,SCT
KNKX,KAVX,"PEBLE AVOLS V27 SXC",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AVX",J100M80,,SANP2,ZLA,ZLA,SCT,SCT
KNKX,KAVX,"CWARD2 CWARD AVOLS SXC",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AVX",J100M80,,SANP2R,ZLA,ZLA,SCT,SCT
KNKX,KBUR,"OCN V23 POPPR SMO SMO311/014 SILEX",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR",PQ60,,SANP13,ZLA,ZLA,SCT,SCT
KNKX,KBUR,"PEBLE SLI V23 LAX SILEX",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR",J100M80,,SANP14,ZLA,ZLA,SCT,SCT
KNKX,KBUR,"OCN V23 SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E )",PQ60,,SANP17,ZLA,ZLA,SCT,SCT
KNKX,KBUR,"PEBLE SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E)",J100M80,,SANP18,ZLA,ZLA,SCT,SCT
KNKX,KBUR,"CWARD2 LAX SILEX",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR",J100M80,,SANP14R,ZLA,ZLA,SCT,SCT
KNKX,KBUR,"CWARD2 SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E)",J100M80,,SANP18R,ZLA,ZLA,SCT,SCT
KNKX,KCCB,"OCN V23 DANAH V363 POM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CCB EMT POC",PQ60,,SANP23,ZLA,ZLA,SCT,SCT
KNKX,KCCB,"PEBLE POXKU POM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CCB EMT POC",J100M80,,SANP24,ZLA,ZLA,SCT,SCT
KNKX,KCMA,"OCN V23 SLI ELMOO V186 FIM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAX E)",PQ60,,SANP33,ZLA,ZLA,SCT,NTD
KNKX,KCMA,"MZB V25 PACIF V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAXE)",J100M80,,SANP34,ZLA,ZLA,SCT,NTD
KNKX,KCMA,"OCN V23 POPPR SMO GINNA",TEC,"CRQ MYF NFG NRS NKX NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",PQ60,,SANP31,ZLA,ZLA,SCT,NTD
KNKX,KCMA,"PEBLE AVOLS V27 SXC V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32,ZLA,ZLA,SCT,NTD
KNKX,KCMA,"CWARD2 CWARD AVOLS V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32R,ZLA,ZLA,SCT,NTD
KNKX,KCNO,"OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AJO CNO L65 ONT RAL",PQ60,,SANP19,ZLA,ZLA,SCT,SCT
KNKX,KCNO,"V186 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CNO AJO RAL RIR",JM100,,SANP21,ZLA,ZLA,SCT,SCT
KNKX,KEMT,"OCN V23 DANAH V363 POM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CCB EMT POC",PQ60,,SANP23,ZLA,ZLA,SCT,SCT
KNKX,KEMT,"PEBLE POXKU POM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CCB EMT POC",J100M80,,SANP24,ZLA,ZLA,SCT,SCT
KNKX,KFUL,"OCN V23 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",PQ60,,SANP3,ZLA,ZLA,SCT,SCT
KNKX,KFUL,"PEBLE SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4,ZLA,ZLA,SCT,SCT
KNKX,KFUL,"CWARD2 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4R,ZLA,ZLA,SCT,SCT
KNKX,KHHR,"OCN V23 SLI WELLZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO HHR (RWY25)",PQ60,,SANP7,ZLA,ZLA,SCT,SCT
KNKX,KHHR,"PEBLE SLI WELLZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO HHR (RWY25)",J100M80,,SANP8,ZLA,ZLA,SCT,SCT
KNKX,KHHR,"CWARD2 SLI WELLZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO HHR (RWY25)",J100M80,,SANP8R,ZLA,ZLA,SCT,SCT
KNKX,KHMT,"OCN V23 DANAH V363 POXKU V8 PDZ V186 NIKKL HUMAN",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO HMT",PQ60,,SANP25,ZLA,ZLA,SCT,RIV
KNKX,KHMT,"DEGLE V186 WESIN",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO HMT",JM100,,SANP26,ZLA,ZLA,SCT,RIV
KNKX,KLAX,"OCN V23 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO LAX",PQ60,,SANP3,ZLA,ZLA,SCT,SCT
KNKX,KLAX,"PEBLE SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO LAX",J100M80,,SANP4A,ZLA,ZLA,SCT,SCT
KNKX,KLAX,"OCN V23 SLI V8 TANDY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO LAX (LAXE)",PQ60,,SANP5,ZLA,ZLA,SCT,SCT
KNKX,KLAX,"PEBLE SHHOW INISH TANDY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO LAX (LAXE)",J100M80,,SANP6,ZLA,ZLA,SCT,SCT
KNKX,KLAX,"CWARD2 CWARD AVOLS SXC TANDY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO LAX (LAXE)",J100M80,,SANP6R,ZLA,ZLA,SCT,SCT
KNKX,KLAX,"CWARD2 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO LAX",J100M80,,SANP4R,ZLA,ZLA,SCT,SCT
KNKX,KLGB,"OCN V23 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",PQ60,,SANP3,ZLA,ZLA,SCT,SCT
KNKX,KLGB,"PEBLE SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4,ZLA,ZLA,SCT,SCT
KNKX,KLGB,"CWARD2 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4R,ZLA,ZLA,SCT,SCT
KNKX,KNTD,"OCN V23 SLI ELMOO V186 FIM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAX E)",PQ60,,SANP33,ZLA,ZLA,SCT,NTD
KNKX,KNTD,"MZB V25 PACIF V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAXE)",J100M80,,SANP34,ZLA,ZLA,SCT,NTD
KNKX,KNTD,"OCN V23 POPPR SMO GINNA",TEC,"CRQ MYF NFG NRS NKX NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",PQ60,,SANP31,ZLA,ZLA,SCT,NTD
KNKX,KNTD,"PEBLE AVOLS V27 SXC V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32,ZLA,ZLA,SCT,NTD
KNKX,KNTD,"CWARD2 CWARD AVOLS V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32R,ZLA,ZLA,SCT,NTD
KNKX,KONT,"OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AJO CNO L65 ONT RAL",PQ60,,SANP19,ZLA,ZLA,SCT,SCT
KNKX,KONT,"V186 TANNR HDF PETIS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO ONT SBD",JM100,,SANP20,ZLA,ZLA,SCT,SCT
KNKX,KOXR,"OCN V23 SLI ELMOO V186 FIM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAX E)",PQ60,,SANP33,ZLA,ZLA,SCT,NTD
KNKX,KOXR,"MZB V25 PACIF V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CMA OXR NTD (LAXE)",J100M80,,SANP34,ZLA,ZLA,SCT,NTD
KNKX,KOXR,"OCN V23 POPPR SMO GINNA",TEC,"CRQ MYF NFG NRS NKX NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",PQ60,,SANP31,ZLA,ZLA,SCT,NTD
KNKX,KOXR,"PEBLE AVOLS V27 SXC V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32,ZLA,ZLA,SCT,NTD
KNKX,KOXR,"CWARD2 CWARD AVOLS V208 VTU",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO OXR CMA NTD",J100M80,,SANP32R,ZLA,ZLA,SCT,NTD
KNKX,KPOC,"OCN V23 DANAH V363 POM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CCB EMT POC",PQ60,,SANP23,ZLA,ZLA,SCT,SCT
KNKX,KPOC,"PEBLE POXKU POM",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CCB EMT POC",J100M80,,SANP24,ZLA,ZLA,SCT,SCT
KNKX,KRAL,"OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AJO CNO L65 ONT RAL",PQ60,,SANP19,ZLA,ZLA,SCT,SCT
KNKX,KRAL,"V186 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CNO AJO RAL RIR",JM100,,SANP21,ZLA,ZLA,SCT,SCT
KNKX,KREI,"OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO REI RIR RIV SBD",PQ60,,SANP19,ZLA,ZLA,SCT,SCT
KNKX,KREI,"V186 TANNR HDF",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO L65 REI RIV",JM100,,SANP22,ZLA,ZLA,SCT,SCT
KNKX,KRIR,"OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO REI RIR RIV SBD",PQ60,,SANP19,ZLA,ZLA,SCT,SCT
KNKX,KRIR,"V186 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CNO AJO RAL RIR",JM100,,SANP21,ZLA,ZLA,SCT,SCT
KNKX,KRIV,"OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO REI RIR RIV SBD",PQ60,,SANP19,ZLA,ZLA,SCT,RIV
KNKX,KRIV,"V186 TANNR HDF",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO L65 REI RIV",JM100,,SANP22,ZLA,ZLA,SCT,RIV
KNKX,KSBA,"OCN V23 LAX V299 VTU KWANG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SBA",PQ60,,SANP35,ZLA,ZLA,SCT,SBA
KNKX,KSBA,"PEBLE AVOLS V27 SXC V208 VTU KWANG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SBA",J100M80,,SANP36,ZLA,ZLA,SCT,SBA
KNKX,KSBA,"OCN V23 DANAH V363 BAYJY V186 DEANO V27 KWANG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SBA (LAXE)",PQ60,,SANP37,ZLA,ZLA,SCT,SBA
KNKX,KSBA,"CWARD2 CWARD AVOLS V208 VTU KWANG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SBA",J100M80,,SANP36R,ZLA,ZLA,SCT,SBA
KNKX,KSBD,"OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO REI RIR RIV SBD",PQ60,,SANP19,ZLA,ZLA,SCT,SCT
KNKX,KSBD,"V186 TANNR HDF PETIS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO ONT SBD",JM100,,SANP20,ZLA,ZLA,SCT,SCT
KNKX,KSLI,"OCN V23 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",PQ60,,SANP3,ZLA,ZLA,SCT,SCT
KNKX,KSLI,"PEBLE SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4,ZLA,ZLA,SCT,SCT
KNKX,KSLI,"CWARD2 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4R,ZLA,ZLA,SCT,SCT
KNKX,KSMO,"OCN V23 DANAH V363 BAYJY V186 DARTS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SMO",PQ60,,SANP9,ZLA,ZLA,SCT,SCT
KNKX,KSMO,"PEBLE SLI V459 DARTS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SMO",J100M80,,SANP10,ZLA,ZLA,SCT,SCT
KNKX,KSMO,"OCN V23 SLI ELMOO V186 DARTS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SMO (LAX E)",PQ60,,SANP11,ZLA,ZLA,SCT,SCT
KNKX,KSMO,"PEBLE SLI ELMOO V186 DARTS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SMO (LAX E)",J100M80,,SANP12,ZLA,ZLA,SCT,SCT
KNKX,KSMO,"CWARD2 SLI V459 DARTS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SMO",J100M80,,SANP10R,ZLA,ZLA,SCT,SCT
KNKX,KSMO,"CWARD2 SLI ELMOO V186 DARTS",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO SMO (LAX E)",J100M80,,SANP12R,ZLA,ZLA,SCT,SCT
KNKX,KSNA,"OCN V23 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",PQ60,,SANP3,ZLA,ZLA,SCT,SCT
KNKX,KSNA,"PEBLE SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4,ZLA,ZLA,SCT,SCT
KNKX,KSNA,"CWARD2 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4R,ZLA,ZLA,SCT,SCT
KNKX,KTOA,"OCN V23 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",PQ60,,SANP3,ZLA,ZLA,SCT,SCT
KNKX,KTOA,"PEBLE SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4,ZLA,ZLA,SCT,SCT
KNKX,KTOA,"CWARD2 SLI",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO FUL LGB SNA SLI TOA",J100M80,,SANP4R,ZLA,ZLA,SCT,SCT
KNKX,KVNY,"OCN V23 SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E )",PQ60,,SANP17,ZLA,ZLA,SCT,SCT
KNKX,KVNY,"PEBLE SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E)",J100M80,,SANP18,ZLA,ZLA,SCT,SCT
KNKX,KVNY,"OCN V23 POPPR SMO SMO317/014 CANOG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO VNY WHP",PQ60,,SANP15,ZLA,ZLA,SCT,SCT
KNKX,KVNY,"PEBLE SLI V23 LAX CANOG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO VNY WHP",J100M80,,SANP16,ZLA,ZLA,SCT,SCT
KNKX,KVNY,"CWARD2 LAX CANOG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO VNY WHP",J100M80,,SANP16R,ZLA,ZLA,SCT,SCT
KNKX,KVNY,"CWARD2 SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E)",J100M80,,SANP18R,ZLA,ZLA,SCT,SCT
KNKX,KWHP,"OCN V23 SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E )",PQ60,,SANP17,ZLA,ZLA,SCT,SCT
KNKX,KWHP,"PEBLE SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E)",J100M80,,SANP18,ZLA,ZLA,SCT,SCT
KNKX,KWHP,"OCN V23 POPPR SMO SMO317/014 CANOG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO VNY WHP",PQ60,,SANP15,ZLA,ZLA,SCT,SCT
KNKX,KWHP,"PEBLE SLI V23 LAX CANOG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO VNY WHP",J100M80,,SANP16,ZLA,ZLA,SCT,SCT
KNKX,KWHP,"CWARD2 LAX CANOG",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO VNY WHP",J100M80,,SANP16R,ZLA,ZLA,SCT,SCT
KNKX,KWHP,"CWARD2 SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E)",J100M80,,SANP18R,ZLA,ZLA,SCT,SCT
KNKX,L65,"OCN V23 DANAH V363 POXKU V8 PDZ L65",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AJO CNO L65 ONT RAL",PQ60,,SANP19,ZLA,ZLA,SCT,
KNKX,L65,"V186 TANNR HDF L65",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO L65 REI RIV",JM100,,SANP22,ZLA,ZLA,SCT,
KNRS,F70,"OCN V23 DANAH V363 POXKU V8 PDZ PDZ092/015 JESEX TIQMU F70",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO F70",PQ60,,SANP29,ZLA,ZLA,SCT,
KNRS,F70,"ROBNN V186 NIKKL JESEX TIQMU F70",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO F70",JM100,,SANP30,ZLA,ZLA,SCT,
KNRS,KAJO,"OCN V23 DANAH V363 POXKU V8 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AJO CNO L65 ONT RAL",PQ60,,SANP19,ZLA,ZLA,SCT,SCT
KNRS,KAJO,"V186 PDZ",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO CNO AJO RAL RIR",JM100,,SANP21,ZLA,ZLA,SCT,SCT
KNRS,KAVX,"MZB V23 OCN V208 SXC",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AVX",PQ60,,SANP1,ZLA,ZLA,SCT,SCT
KNRS,KAVX,"PEBLE AVOLS V27 SXC",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AVX",J100M80,,SANP2,ZLA,ZLA,SCT,SCT
KNRS,KAVX,"CWARD2 CWARD AVOLS SXC",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO AVX",J100M80,,SANP2R,ZLA,ZLA,SCT,SCT
KNRS,KBUR,"OCN V23 POPPR SMO SMO311/014 SILEX",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR",PQ60,,SANP13,ZLA,ZLA,SCT,SCT
KNRS,KBUR,"PEBLE SLI V23 LAX SILEX",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR",J100M80,,SANP14,ZLA,ZLA,SCT,SCT
KNRS,KBUR,"OCN V23 SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E )",PQ60,,SANP17,ZLA,ZLA,SCT,SCT
KNRS,KBUR,"PEBLE SLI ELMOO V186 VNY",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR VNY WHP (LAX E)",J100M80,,SANP18,ZLA,ZLA,SCT,SCT
KNRS,KBUR,"CWARD2 LAX SILEX",TEC,"CRQ MYF NFG NKX NRS NZY SAN SDM SEE RNM OKB L18 TIJ TO BUR",J100M80,,SANP14R,ZLA,ZLA,SCT,SCT
